Month	ScheduledOperator	CountryToFrom	PassengersIn	FreightIn	MailIn	PassengersOut	FreightOut	MailOut	Year
39356	Airnorth	Indonesia	278	0	0	279	0	0	2007
39356	Asian Express Airlines	New Zealand	0	288.1	0	0	347.5	0	2007
39356	Asiana Airlines	Korea	9075	291.4	29.3	7794	127.6	0	2007
39356	British Airways	Singapore	2125	129.4	0	2314	199.9	0	2007
39356	British Airways	Thailand	4167	66.8	0.3	3395	24.7	0	2007
39356	British Airways	UK	10620	455.1	81.6	7552	87.9	0	2007
39356	Cargolux Airlines Intl	Luxembourg	0	299.9	0	0	0	0	2007
39356	Cargolux Airlines Intl	New Zealand	0	0	0	0	242.9	0	2007
39356	Cargolux Airlines Intl	Singapore	0	81.7	0	0	0	0	2007
39356	Cargolux Airlines Intl	USA	0	0	0	0	100.5	0	2007
39356	Cathay Pacific Airways	Hong Kong	59450	3568.2	95.3	42829	2654.5	31.9	2007
39356	China Airlines	Taiwan	7776	193.7	10.6	6759	46.4	0.1	2007
39356	China Eastern Airlines	China	6642	213.8	8.2	5466	42.5	1.5	2007
39356	China Southern Airlines	China	6024	287.2	22.3	4669	16.8	2.1	2007
39356	Continental Micronesia	Guam	1070	0.3	0	1106	1.6	0	2007
39356	Emirates	New Zealand	26648	1182.7	6.1	25111	1088.7	0	2007
39356	Emirates	Singapore	1619	201.3	25.7	1199	438.7	0	2007
39356	Emirates	Thailand	908	61.8	0	811	5.8	0	2007
39356	Emirates	United Arab Emirates	59327	1772.7	119.9	32674	1723.3	0.4	2007
39356	Etihad Airways	Singapore	1910	0	0	1715	0	0	2007
39356	Etihad Airways	United Arab Emirates	8073	270.6	8.2	5099	415.2	33	2007
39356	Eva Air	Taiwan	2896	143.6	3.2	2524	64.8	2.2	2007
39356	Federal Express Corporation	Philippines	0	0	0	0	119.3	0	2007
39356	Federal Express Corporation	USA	0	959.4	42.8	0	0	0	2007
39356	Freedom Air International	New Zealand	13375	0	0	14553	0	0	2007
39356	Garuda Indonesia	Indonesia	19256	369.6	6.2	17592	119.9	0.2	2007
39356	Hawaiian Airlines	USA	3031	17	3.9	2406	67.8	0	2007
39356	JALways	Japan	22903	432	180.4	16613	508.2	0	2007
39356	Jetstar	Indonesia	5143	155.6	0	4955	3.1	0	2007
39356	Jetstar	Japan	15303	423.7	0	14366	299.7	0	2007
39356	Jetstar	Malaysia	3031	138.5	0	2805	36.4	0	2007
39356	Jetstar	New Zealand	17371	16	0	17284	19.3	0	2007
39356	Jetstar	Singapore	4673	9	0	4602	3	0	2007
39356	Jetstar	Thailand	7655	205.8	0	6195	57.2	0	2007
39356	Jetstar	USA	6057	123.2	0	3958	53.9	0	2007
39356	Jetstar	Vietnam	2848	144.6	0	2372	22.5	0	2007
39356	Korean Air	Korea	14671	1029.8	97.1	11084	582.9	6.4	2007
39356	Lan Chile	Chile	3339	201.8	0	3488	137.4	3.4	2007
39356	Lan Chile	New Zealand	1882	10.7	0	2720	26.4	0	2007
39356	Malaysia Airlines	Malaysia	51596	3754.7	11.4	39918	1151.1	0	2007
39356	Martinair Holland	Hong Kong	0	0	0	0	31.1	0	2007
39356	Martinair Holland	Netherlands	0	808.1	0	0	160	0	2007
39356	Martinair Holland	Thailand	0	0	0	0	0	0	2007
39356	Martinair Holland	United Arab Emirates	0	0	0	0	30.5	0	2007
39356	Merpati Nusantara Airlines	Indonesia	113	0	0	131	0	0	2007
39356	Pacific Air Express	Solomon Islands	0	3.2	0	0	81.4	0	2007
39356	Philippine Airlines	Philippines	3571	104	6.4	2899	26.7	0	2007
39356	Qantas Airways	Bahrain	0	0	0	0	104.1	0	2007
39356	Qantas Airways	China	9677	518.3	0	7271	125.8	2.4	2007
39356	Qantas Airways	Fiji	0	0	0	0	0	0	2007
39356	Qantas Airways	Germany	4261	457.5	3	3610	13.3	43.9	2007
39356	Qantas Airways	Hong Kong	29254	1679.5	24.8	22041	455	51.9	2007
39356	Qantas Airways	India	3237	25.9	0	2273	111.8	4.5	2007
39356	Qantas Airways	Indonesia	7764	108.7	14.1	6979	134.1	2.9	2007
39356	Qantas Airways	Japan	30948	769.3	157	25391	671.2	90.8	2007
39356	Qantas Airways	New Caledonia	2169	2.3	0.2	1749	16.7	1.5	2007
39356	Qantas Airways	New Zealand	54136	1349.9	3.2	58685	1911.4	218.8	2007
39356	Qantas Airways	Philippines	3573	71.3	5.1	3173	64.7	2.1	2007
39356	Qantas Airways	Singapore	47598	1783.8	85.3	36196	1706.2	144.4	2007
39356	Qantas Airways	South Africa	6865	160.3	5.3	5086	38.3	13.7	2007
39356	Qantas Airways	Thailand	5598	174.8	22.3	3793	55.7	14.4	2007
39356	Qantas Airways	UK	22389	511.5	64.4	16803	186.4	169.8	2007
39356	Qantas Airways	United Arab Emirates	0	0	0	0	0	0	2007
39356	Qantas Airways	USA	51685	2123.1	300.2	41429	766.3	180.7	2007
39356	Royal Brunei Airlines	Brunei	6929	174.1	0.1	5122	173.3	0	2007
39356	Royal Brunei Airlines	New Zealand	1912	17.4	0	1581	42.7	0	2007
39356	Singapore Airlines	New Zealand	0	77.9	0	0	419.9	0	2007
39356	Singapore Airlines	Singapore	117310	5367.5	114.1	90404	4293.5	1.3	2007
39356	Solomon Airlines	Solomon Islands	1139	9.5	0	1041	11	0	2007
39356	South African Airways	South Africa	4736	70.4	6.2	3814	138.8	2	2007
39356	Thai Airways International	Thailand	49653	1721.7	173.1	36460	888.6	3.7	2007
39356	Tiger Airways	Singapore	8166	0	0	6835	0	0	2007
39356	United Airlines	USA	19627	52.4	185.5	14678	554.3	7.1	2007
39356	United Parcel Service	Hong Kong	0	0	0	0	14.7	0	2007
39356	United Parcel Service	USA	0	1126.1	0	0	0	0	2007
39356	Vietnam Airlines	Vietnam	9371	277.7	0	6633	28.2	0	2007
39356	Virgin Atlantic Airways	Hong Kong	3250	555.5	0	3070	175.5	0	2007
39356	Virgin Atlantic Airways	UK	5034	7.4	0	2887	26.3	0	2007
39356	Virgin Australia	Fiji	7154	18.4	0	6663	23.6	0	2007
39356	Virgin Australia	New Zealand	18715	61.4	0	19761	37.8	0	2007
39356	Virgin Australia	Tonga	1106	1.7	0	1020	1.4	0	2007
39356	Virgin Australia	Vanuatu	1461	0	0	1302	5.6	0	2007
39356	Virgin Samoa	Western Samoa	1499	0.6	0	1391	2.4	0	2007
39387	Aerolineas Argentinas	Argentina	1584	11	0.5	1977	6.8	0	2007
39387	Aerolineas Argentinas	New Zealand	1049	41.6	0	1039	59.8	0	2007
39387	Air Caledonie	New Caledonia	3673	3.1	0.7	3957	79.4	2	2007
39387	Air Canada	Canada	3057	24.6	0	3108	6.5	0	2007
39387	Air Canada	USA	985	130	4.2	883	162.3	0	2007
39387	Air China	China	6196	195.2	10.9	5831	69.1	2.1	2007
39387	Air Mauritius	Mauritius	2425	138.1	0.4	2159	83.9	0	2007
39387	Air Nauru	Nauru	225	0.8	0	238	9.8	0.5	2007
39387	Air Nauru	Solomon Islands	234	0	0	199	3.2	0	2007
39387	Air New Zealand	China	0	0	0	0	31.9	0	2007
39387	Air New Zealand	Cook Islands	36	0	0	60	0	0	2007
39387	Air New Zealand	Germany	0	13.7	0	0	0	0	2007
39387	Air New Zealand	New Zealand	86848	2374.4	209.8	89823	1942.7	11.2	2007
39387	Air New Zealand	USA	0	499.3	0	463	0.7	0	2007
39387	Air Niugini	Papua New Guinea	5957	184.8	5.9	5966	207.8	28.7	2007
39387	Air Pacific	Fiji	14907	287.4	0	12125	270.3	15.4	2007
39387	Air Tahiti Nui	Tahiti	1397	62.9	0	1499	49.3	0	2007
39387	Air Vanuatu	Vanuatu	3636	11.5	0	3795	32.9	0	2007
39387	AirAsia X	Malaysia	3156	45.1	0	2615	5.9	0	2007
39387	Airlines PNG	Papua New Guinea	1355	3.7	0	1235	19.1	0	2007
39387	Airnorth	Indonesia	580	0	0	625	0	0	2007
39387	Asian Express Airlines	New Zealand	0	355.9	0	0	387.6	0	2007
39387	Asiana Airlines	Korea	7473	239.7	31.1	7944	85.8	0	2007
39387	British Airways	Singapore	2455	121.3	0	2173	287.9	0	2007
39387	British Airways	Thailand	3853	50.9	0	3753	29.9	0	2007
39387	British Airways	UK	8782	443.8	92.1	7416	99.9	0	2007
39387	Cargolux Airlines Intl	Luxembourg	0	346.4	0	0	0	0	2007
39387	Cargolux Airlines Intl	New Zealand	0	0	0	0	378.4	0	2007
39387	Cargolux Airlines Intl	Singapore	0	102.1	0	0	0	0	2007
39387	Cargolux Airlines Intl	USA	0	0	0	0	81	0	2007
39387	Cathay Pacific Airways	Hong Kong	49018	3546.6	120.2	52101	2738	38.5	2007
39387	China Airlines	Taiwan	4729	270.7	11.7	6724	49.1	0	2007
39387	China Eastern Airlines	China	6686	220.6	9.6	6479	51.5	0.9	2007
39387	China Southern Airlines	China	6432	289.3	25.2	6645	14.9	2.2	2007
39387	Continental Micronesia	Guam	1034	0	0	1058	1.2	0	2007
39387	Emirates	New Zealand	23415	1400.5	13	22649	1041.5	0	2007
39387	Emirates	Singapore	2919	193.8	24.2	1768	431.5	0	2007
39387	Emirates	Thailand	1712	31.2	0	973	0.4	0	2007
39387	Emirates	United Arab Emirates	42103	1785.7	146.1	36150	1770.1	1.2	2007
39387	Etihad Airways	Singapore	1804	33.2	0	1801	62.6	0	2007
39387	Etihad Airways	United Arab Emirates	6452	459.1	7.4	6836	443.2	17.8	2007
39387	Eva Air	Taiwan	2059	116.9	3.4	2738	78.9	2.4	2007
39387	Federal Express Corporation	Philippines	0	0	0	0	124.6	0	2007
39387	Federal Express Corporation	USA	0	963.1	60.5	0	0	0	2007
39387	Freedom Air International	New Zealand	11304	0	0	12394	0	0	2007
39387	Garuda Indonesia	Indonesia	13714	437.9	9.6	14277	198.4	0.3	2007
39387	Hawaiian Airlines	USA	2476	15.3	4.1	2811	78.6	0	2007
39387	JALways	Japan	19478	358.3	193.9	19887	485.5	0	2007
39387	Jetstar	Indonesia	5857	215.4	0	6231	5.2	0.2	2007
39387	Jetstar	Japan	15567	376.5	56.8	15031	214.9	11.1	2007
39387	Jetstar	Malaysia	2667	169.2	0	3183	59.3	4.9	2007
39387	Jetstar	New Zealand	16291	18	0	17457	26.5	0	2007
39387	Jetstar	Singapore	4233	11.1	0	4254	3.7	15.4	2007
39387	Jetstar	Thailand	6443	213.1	0.5	6649	78.4	1.8	2007
39387	Jetstar	USA	4081	159.5	0.4	4004	76.5	1.4	2007
39387	Jetstar	Vietnam	2490	161.8	0	3185	17.5	1.7	2007
39387	Korean Air	Korea	13058	1070.1	63.3	14579	611.4	4.4	2007
39387	Lan Chile	Chile	3127	210.5	0.5	3886	75.7	4.5	2007
39387	Lan Chile	New Zealand	1670	3.6	0	1846	49.6	0	2007
39387	Malaysia Airlines	Malaysia	42362	4033.5	8.7	43333	1359.2	0	2007
39387	Martinair Holland	Hong Kong	0	0	0	0	13.5	0	2007
39387	Martinair Holland	Netherlands	0	675.1	0	0	131.5	0	2007
39387	Martinair Holland	Thailand	0	0	0	0	0	0	2007
39387	Martinair Holland	United Arab Emirates	0	0	0	0	2.9	0	2007
39387	Pacific Air Express	Solomon Islands	0	3.9	0	0	98.2	0	2007
39387	Philippine Airlines	Philippines	3236	169.3	7.1	3773	35	0	2007
39387	Qantas Airways	Bahrain	0	102.5	0	0	0	0	2007
39387	Qantas Airways	China	7974	701.7	0	7472	107.1	3.8	2007
39387	Qantas Airways	Germany	4288	454.9	3.1	3953	7	51.1	2007
39387	Qantas Airways	Hong Kong	27241	1709.7	22.5	25895	520.2	56.9	2007
39387	Qantas Airways	India	2867	34	0	3072	32.8	4.9	2007
39387	Qantas Airways	Indonesia	5638	105.2	8.6	5861	85.3	3.7	2007
39387	Qantas Airways	Japan	27041	664.6	250.8	27191	682.2	90.3	2007
39387	Qantas Airways	New Caledonia	1983	2.7	0.1	2419	40	2	2007
39387	Qantas Airways	New Zealand	54061	1693.5	3.6	57132	2075.4	208.6	2007
39387	Qantas Airways	Philippines	3214	80.3	5.8	3451	47	2.4	2007
39387	Qantas Airways	Singapore	41838	1667	84.5	36575	1663.1	185.7	2007
39387	Qantas Airways	South Africa	6477	157.4	6.1	5762	59.4	16.4	2007
39387	Qantas Airways	Thailand	5082	186.5	4.7	4496	61.9	15.8	2007
39387	Qantas Airways	UK	20258	533.2	64.4	17482	154.9	222.3	2007
39387	Qantas Airways	United Arab Emirates	0	0	0	0	0	0	2007
39387	Qantas Airways	USA	42859	2388	314	44490	586.9	224.5	2007
39387	Royal Brunei Airlines	Brunei	4186	189.2	0	4518	180.6	0	2007
39387	Royal Brunei Airlines	New Zealand	1047	15.4	0	1215	31.4	0	2007
39387	Singapore Airlines	New Zealand	0	87.5	0	0	364.2	0	2007
39387	Singapore Airlines	Singapore	105891	5690	121.4	106364	4251.9	1.3	2007
39387	Solomon Airlines	Solomon Islands	1093	10.4	0	1191	6.1	0	2007
39387	South African Airways	South Africa	4782	107.3	8.4	3859	169.6	2.4	2007
39387	Thai Airways International	Thailand	42551	1937.2	151.5	39636	990.1	10.5	2007
39387	Tiger Airways	Singapore	6444	0	0	7295	0	0	2007
39387	United Airlines	USA	16415	74	140.3	17090	554.5	6.2	2007
39387	United Parcel Service	Singapore	0	0	0	0	107.6	0	2007
39387	United Parcel Service	USA	0	1093.8	0	0	0	0	2007
39387	Vietnam Airlines	Vietnam	6994	319.5	0	7738	42.9	0	2007
39387	Virgin Atlantic Airways	Hong Kong	2822	585.5	0	3463	195.7	0	2007
39387	Virgin Atlantic Airways	UK	4186	15.6	0	3195	10	0	2007
39387	Virgin Australia	Fiji	6633	21.4	0	6706	27.5	0	2007
39387	Virgin Australia	New Zealand	17266	54.7	0	19263	32.7	0	2007
39387	Virgin Australia	Tonga	871	1.9	0	969	1.1	0	2007
39387	Virgin Australia	Vanuatu	1092	0	0	1184	5.7	0	2007
39387	Virgin Samoa	Western Samoa	1368	0.3	0	1512	1.3	0	2007
39417	Aerolineas Argentinas	Argentina	2099	12	0.6	2106	7.8	0	2007
39417	Aerolineas Argentinas	New Zealand	1949	40.7	0	2039	60.1	0	2007
39417	Air Caledonie	New Caledonia	4650	3.6	0.8	3532	69.5	5.3	2007
39417	Air Canada	Canada	5317	36.8	0	6626	45.4	0	2007
39417	Air Canada	USA	412	51.4	0	385	96.5	0	2007
39417	Air China	China	8279	251.3	22	9160	151.7	2.1	2007
39417	Air Mauritius	Mauritius	3099	135.5	0.8	3943	105.5	0	2007
39417	Air Nauru	Nauru	73	0.7	0.1	124	7.9	0.3	2007
39417	Air Nauru	Solomon Islands	207	0	0	161	3.1	0	2007
39417	Air New Zealand	China	0	0	0	0	35.6	0	2007
39417	Air New Zealand	Cook Islands	67	0	0	143	0	0	2007
39417	Air New Zealand	Germany	0	0.8	0	0	0	0	2007
39417	Air New Zealand	New Zealand	87807	2351	366.9	99391	1796.1	43.7	2007
39417	Air New Zealand	USA	0	291.2	0	673	0	0	2007
39417	Air Niugini	Papua New Guinea	5084	103.4	2.8	4875	114.7	17.5	2007
39417	Air Pacific	Fiji	16155	287	0	19688	335.9	18.5	2007
39417	Air Tahiti Nui	Tahiti	2113	60.5	0	2355	113.8	0	2007
39417	Air Vanuatu	Vanuatu	3638	12.7	0	3987	47.4	0	2007
39417	AirAsia X	Malaysia	3610	96.1	0	5290	0.5	0	2007
39417	Airlines PNG	Papua New Guinea	1920	2	0	1779	21.6	0.2	2007
39417	Airnorth	Indonesia	702	0	0	1054	0.1	0	2007
39417	Asian Express Airlines	New Zealand	0	278.7	0	0	275.7	0	2007
39417	Asiana Airlines	Korea	8672	291.4	19	7368	117.8	0	2007
39417	British Airways	Singapore	2223	92.5	0	2453	258.8	0	2007
39417	British Airways	Thailand	3675	55	1	3906	96.2	0	2007
39417	British Airways	UK	9360	432.2	116.3	9326	114.2	0	2007
39417	Cargolux Airlines Intl	Luxembourg	0	334.6	0	0	0	0	2007
39417	Cargolux Airlines Intl	New Zealand	0	0	0	0	303.5	0	2007
39417	Cargolux Airlines Intl	Singapore	0	56.2	0	0	0	0	2007
39417	Cargolux Airlines Intl	USA	0	0	0	0	36	0	2007
39417	Cathay Pacific Airways	Hong Kong	51050	3305	178.8	59985	3297.4	56.1	2007
39417	China Airlines	Taiwan	6610	187.4	10.6	9423	33.2	0.2	2007
39417	China Eastern Airlines	China	7477	243.8	10.5	10979	60.4	1.1	2007
39417	China Southern Airlines	China	6332	294	30.5	10332	23.4	2.5	2007
39417	Continental Micronesia	Guam	1177	0.6	0	1168	5.9	0	2007
39417	Emirates	New Zealand	22780	1220.5	0	25848	898.1	0	2007
39417	Emirates	Singapore	1017	162.8	25.7	1692	389.7	0	2007
39417	Emirates	Thailand	539	11.9	0	1318	7	0	2007
39417	Emirates	United Arab Emirates	51346	1414.7	176.7	49463	1720	48.6	2007
39417	Etihad Airways	Singapore	1663	39.6	0	2086	58.1	0	2007
39417	Etihad Airways	United Arab Emirates	8569	363.7	19.9	9487	509.8	51.9	2007
39417	Eva Air	Taiwan	2126	125.9	3.7	2817	84	2.3	2007
39417	Federal Express Corporation	Philippines	0	0	0	0	198.5	0	2007
39417	Federal Express Corporation	USA	0	851.5	90.6	0	0	0	2007
39417	Freedom Air International	New Zealand	12370	0	0	14667	0	0	2007
39417	Garuda Indonesia	Indonesia	15589	265.1	7.9	19376	158.4	0.1	2007
39417	Hawaiian Airlines	USA	2402	20.6	2.2	2662	55.4	0	2007
39417	JALways	Japan	21158	333.9	230.9	24701	362.2	12.6	2007
39417	Jetstar	Indonesia	6230	181	0	7220	9.9	0.2	2007
39417	Jetstar	Japan	13988	302.1	75.1	14630	230.7	35.9	2007
39417	Jetstar	Malaysia	2493	137.9	0	3757	58.7	4.7	2007
39417	Jetstar	New Zealand	16947	18.8	0	18935	23.1	0	2007
39417	Jetstar	Singapore	4054	9.5	0	4830	2.8	15.8	2007
39417	Jetstar	Thailand	6368	200.9	0	7769	65.3	2.2	2007
39417	Jetstar	USA	4398	138.6	1.1	5619	71.2	2.2	2007
39417	Jetstar	Vietnam	2683	148.4	0	3764	22.4	2	2007
39417	Korean Air	Korea	15198	1176.7	108.1	18488	733.5	2.3	2007
39417	Lan Chile	Chile	3435	291.4	0.3	3599	119.4	6.8	2007
39417	Lan Chile	New Zealand	2309	13.7	0	2572	25.2	0.1	2007
39417	Malaysia Airlines	Malaysia	46331	3543.6	9.7	51458	1815	0	2007
39417	Martinair Holland	Hong Kong	0	0	0	0	13.5	0	2007
39417	Martinair Holland	Netherlands	0	708.9	0	0	111.8	0	2007
39417	Martinair Holland	Thailand	0	0	0	0	0	0	2007
39417	Martinair Holland	United Arab Emirates	0	0	0	0	26.1	0	2007
39417	Pacific Air Express	Solomon Islands	0	7.5	0	0	54.4	0	2007
39417	Philippine Airlines	Philippines	3960	226	1.5	6131	26.7	0	2007
39417	Qantas Airways	Canada	518	3.9	2.8	1061	0.3	0	2007
39417	Qantas Airways	China	6805	756.9	0	7992	179.2	4.3	2007
39417	Qantas Airways	Germany	5006	457.2	3.8	5048	7.3	78.2	2007
39417	Qantas Airways	Hong Kong	24712	1254.9	21	27153	852.6	69.2	2007
39417	Qantas Airways	India	3066	13.6	0	3355	44.5	6	2007
39417	Qantas Airways	Indonesia	6955	116.6	0	8549	103.9	4.2	2007
39417	Qantas Airways	Japan	27715	536.8	249.8	29994	455.1	114.9	2007
39417	Qantas Airways	New Caledonia	2857	1.9	0.4	2372	16	2.1	2007
39417	Qantas Airways	New Zealand	54050	1425.3	3.6	59538	1670	276.9	2007
39417	Qantas Airways	Papua New Guinea	0	0	0	0	18	0.4	2007
39417	Qantas Airways	Philippines	2931	46.5	5.4	3882	81.7	3.1	2007
39417	Qantas Airways	Singapore	42807	1459.8	79.6	46468	1520.4	236	2007
39417	Qantas Airways	South Africa	7756	135.1	7.5	7168	37.7	19	2007
39417	Qantas Airways	Thailand	4616	162.5	4.6	3716	47.9	19.2	2007
39417	Qantas Airways	UK	21141	418.5	67.3	23444	109.2	406.6	2007
39417	Qantas Airways	United Arab Emirates	0	0	0	0	0	0	2007
39417	Qantas Airways	USA	42613	2219.9	301.7	50951	406.7	327	2007
39417	Royal Brunei Airlines	Brunei	5615	189.6	0.1	7945	196.3	0	2007
39417	Royal Brunei Airlines	New Zealand	1397	55.8	0	1765	19.5	0	2007
39417	Silk Air	Singapore	144	8.1	2.2	336	0.1	0	2007
39417	Singapore Airlines	New Zealand	0	78.1	0	0	330.3	0	2007
39417	Singapore Airlines	Singapore	115314	4757.4	119.6	131660	4862.9	1.9	2007
39417	Solomon Airlines	Solomon Islands	902	6.5	0	1183	5.3	0	2007
39417	South African Airways	South Africa	5548	62	7.1	5425	217.1	3.7	2007
39417	Thai Airways International	Thailand	43068	1693.6	226.9	46814	1124.5	3.7	2007
39417	Tiger Airways	Singapore	8544	0	0	10887	0	0	2007
39417	United Airlines	USA	19930	45.7	166.6	21213	549.1	8.1	2007
39417	United Parcel Service	Singapore	0	0	0	0	118.1	0	2007
39417	United Parcel Service	USA	0	920.2	0	0	0	0	2007
39417	Vietnam Airlines	Vietnam	6578	277.3	0	9358	43.4	0	2007
39417	Virgin Atlantic Airways	Hong Kong	2278	456.7	0	2091	207.5	0	2007
39417	Virgin Atlantic Airways	UK	4719	53.9	0	5785	41.6	0	2007
39417	Virgin Australia	Fiji	6375	21.9	0	7672	12.2	0	2007
39417	Virgin Australia	New Zealand	20198	56.7	0	22232	34	0	2007
39417	Virgin Australia	Tonga	823	2.6	0	1378	1.7	0	2007
39417	Virgin Australia	Vanuatu	1523	0	0	1701	4.2	0	2007
39417	Virgin Samoa	Western Samoa	1329	1.3	0	2354	2	0	2007
39448	Aerolineas Argentinas	Argentina	2660	7.3	0.3	2078	15.8	0	2008
39448	Aerolineas Argentinas	New Zealand	1786	19.8	0	2145	65.9	0	2008
39448	Air Caledonie	New Caledonia	7071	2.9	0.5	4963	63.9	4	2008
39448	Air Canada	Canada	7886	89	0	7693	113.3	0	2008
39448	Air China	China	9807	181	18.8	7879	147.9	1.7	2008
39448	Air Mauritius	Mauritius	4461	57.5	0.3	3605	83.9	0	2008
39448	Air New Zealand	China	0	0	0	0	10.2	0	2008
39448	Air New Zealand	Cook Islands	156	0	0	38	0	0	2008
39448	Air New Zealand	Germany	0	0	0	0	0	0	2008
39448	Air New Zealand	New Zealand	101570	1945.2	185	93160	1400.5	7.4	2008
39448	Air New Zealand	USA	0	255.9	0	525	0	0	2008
39448	Air Niugini	Papua New Guinea	4926	128.3	2	5683	273.7	8.3	2008
39448	Air Pacific	Fiji	23451	217.5	0	17934	285.3	13	2008
39448	Air Tahiti Nui	Tahiti	2190	54	0	2024	103.3	0	2008
39448	Air Vanuatu	Vanuatu	4316	10.9	0	3348	36.6	0	2008
39448	AirAsia X	Malaysia	4799	29.1	0	4015	15.9	0	2008
39448	Airlines PNG	Papua New Guinea	1746	1.3	0	1736	15.8	0	2008
39448	Airnorth	Indonesia	1036	0	0	862	0	0	2008
39448	Asiana Airlines	Korea	8726	210.8	17.2	7477	115.1	0	2008
39448	British Airways	Singapore	2470	90.9	0	2187	218.4	0	2008
39448	British Airways	Thailand	4224	47.4	0.3	3968	38.2	0	2008
39448	British Airways	UK	9512	318.1	64.2	8712	74.2	0	2008
39448	Cargolux Airlines Intl	Luxembourg	0	336.7	0	0	0	0	2008
39448	Cargolux Airlines Intl	New Zealand	0	0	0	0	174.6	0	2008
39448	Cargolux Airlines Intl	Singapore	0	0	0	0	0	0	2008
39448	Cargolux Airlines Intl	USA	0	0	0	0	90.1	0	2008
39448	Cathay Pacific Airways	Hong Kong (SAR)	60419	2746.9	91.9	48576	3402.3	27.8	2008
39448	China Airlines	Taiwan	9971	87.3	10.6	8318	49.6	0	2008
39448	China Eastern Airlines	China	10912	111.6	8.1	8378	48	0.9	2008
39448	China Southern Airlines	China	9941	254.7	19.5	8094	14.6	2.2	2008
39448	Continental Micronesia	Guam	979	0.2	0	955	1	0	2008
39448	Emirates	New Zealand	27057	1280.2	11.4	22651	673.4	0	2008
39448	Emirates	Singapore	651	142	20.9	926	537	0	2008
39448	Emirates	Thailand	304	6.6	0	609	20.4	0	2008
39448	Emirates	United Arab Emirates	52782	1185.3	121.3	44194	1292.7	0.4	2008
39448	Etihad Airways	Singapore	881	25.4	0	637	35.1	0	2008
39448	Etihad Airways	United Arab Emirates	11096	250.4	6.1	9424	264.2	24.1	2008
39448	Eva Air	Taiwan	3023	124.2	3.2	1992	111.1	1.6	2008
39448	Federal Express Corporation	Philippines	0	0	0	0	273.5	0	2008
39448	Federal Express Corporation	USA	0	701	49.8	0	0	0	2008
39448	Freedom Air International	New Zealand	16541	0	0	15290	0	0	2008
39448	Garuda Indonesia	Indonesia	20639	241.1	7.1	17282	115.6	0	2008
39448	Hawaiian Airlines	USA	3139	15.2	3.5	2439	60.3	0	2008
39448	JALways	Japan	25353	253.3	154.2	22539	209.9	0	2008
39448	Jetstar	Indonesia	7226	148.2	0	6690	15.1	0.2	2008
39448	Jetstar	Japan	14773	260.2	38	14198	142.6	5.9	2008
39448	Jetstar	Malaysia	3832	132	0	3406	66.4	3.4	2008
39448	Jetstar	New Zealand	19390	23.6	0	17928	20.2	0	2008
39448	Jetstar	Singapore	4601	6.6	0	4068	3.6	11.4	2008
39448	Jetstar	Thailand	7662	122.3	0.6	6807	70.4	1.6	2008
39448	Jetstar	USA	6348	143.3	0.4	4737	47.3	0.9	2008
39448	Jetstar	Vietnam	3911	123.6	0	3674	56	1.9	2008
39448	Korean Air	Korea	19163	972	110.7	13738	542.3	1	2008
39448	LAN Airlines	Chile	3697	304.9	0.4	3904	53.1	4.1	2008
39448	LAN Airlines	New Zealand	2795	19	0	3004	42.7	0	2008
39448	Malaysia Airlines	Malaysia	53550	2743.8	9	45639	1532.7	0	2008
39448	Martinair Holland	Hong Kong (SAR)	0	0	0	0	46.5	0	2008
39448	Martinair Holland	Netherlands	0	572.5	0	0	119.7	0	2008
39448	Martinair Holland	Thailand	0	0	0	0	11.6	0	2008
39448	Martinair Holland	United Arab Emirates	0	0	0	0	0.6	0	2008
39448	Our Airline	Kiribati	66	0	0	38	0	0	2008
39448	Our Airline	Nauru	383	0.4	0	340	8.3	0.4	2008
39448	Our Airline	Solomon Islands	252	0	0	296	3	0	2008
39448	Pacific Air Express	Solomon Islands	0	3.5	0	0	67.1	0	2008
39448	Philippine Airlines	Philippines	6371	126.2	0.3	4736	28.3	0	2008
39448	Qantas Airways	Canada	1599	3.8	3.9	1361	2	0	2008
39448	Qantas Airways	China	8844	709	0	7243	147.3	4.3	2008
39448	Qantas Airways	Germany	4784	402.8	3	5032	8.1	46.9	2008
39448	Qantas Airways	Hong Kong (SAR)	30364	1274.3	20.7	25148	1325.6	58.6	2008
39448	Qantas Airways	India	3266	8.1	0	2608	16.6	4.4	2008
39448	Qantas Airways	Indonesia	8152	68.3	0	6857	110.9	3	2008
39448	Qantas Airways	Japan	31603	367.3	188.6	27949	259.5	91.9	2008
39448	Qantas Airways	Korea	1962	57.2	0	1701	9.6	0.7	2008
39448	Qantas Airways	New Caledonia	2750	1.4	0.2	1995	12	1.7	2008
39448	Qantas Airways	New Zealand	58164	1652.7	3.6	57555	1554.6	171.7	2008
39448	Qantas Airways	Philippines	3741	52.8	5.1	2939	48.2	1.9	2008
39448	Qantas Airways	Singapore	47423	1317.2	99.3	37926	1993.9	152.9	2008
39448	Qantas Airways	South Africa	7938	64.2	5.9	7588	49.6	11.5	2008
39448	Qantas Airways	Thailand	4836	155.1	3.3	3424	144.9	14.9	2008
39448	Qantas Airways	UK	21717	364	34.5	21744	110	161.4	2008
39448	Qantas Airways	United Arab Emirates	0	0	0	0	0	0	2008
39448	Qantas Airways	USA	50981	1707.7	225.5	44128	357.4	179.1	2008
