Month	ScheduledOperator	CountryToFrom	PassengersIn	FreightIn	MailIn	PassengersOut	FreightOut	MailOut	Year
38078	Aerolineas Argentinas	Argentina	1280	7.7	0.6	1416	12.4	0	2004
38078	Aerolineas Argentinas	New Zealand	175	31.5	0	179	44.8	0	2004
38078	Air Caledonie	New Caledonia	3031	1.8	0.4	2962	55	1.3	2004
38078	Air Canada	Canada	2335	1.8	0.5	3738	4.3	0	2004
38078	Air Canada	USA	1675	194.8	19.8	2033	276.1	0.2	2004
38078	Air China	China	5612	119.7	3.2	5608	77.4	0	2004
38078	Air Mauritius	Mauritius	1686	39.7	0.3	1392	63.2	0	2004
38078	Air Nauru	Nauru	444	0.9	0.4	367	13.1	0.5	2004
38078	Air Nauru	Solomon Islands	256	0	0	158	0	0	2004
38078	Air New Zealand	New Zealand	67536	995.8	153.2	66358	950.6	5.6	2004
38078	Air Niugini	Papua New Guinea	5366	174.7	1.3	5435	226	20.3	2004
38078	Air Pacific	Fiji	15988	311.5	1.6	16223	315.8	14.7	2004
38078	Air Paradise International	Indonesia	8489	53.8	0	8079	6.3	0	2004
38078	Air Vanuatu	Vanuatu	2427	7.5	2.8	2380	28.3	3.8	2004
38078	Asian Express Airlines	New Zealand	0	266.3	0	0	312.1	0	2004
38078	Asiana Airlines	Korea	5329	250.4	7.3	5144	265.6	0	2004
38078	Australian Airlines	Hong Kong	2014	79.1	0	1988	129.4	0	2004
38078	Australian Airlines	Indonesia	4464	28	0	4601	11.4	0	2004
38078	Australian Airlines	Japan	14573	109.7	7.1	14114	256.4	0	2004
38078	Australian Airlines	Malaysia	1369	38.7	0	1365	16.4	0	2004
38078	Australian Airlines	Singapore	2417	111.7	0	3050	24.2	0.6	2004
38078	British Airways	Singapore	5554	121.7	0	6212	269.1	0	2004
38078	British Airways	Thailand	5395	57.8	0	7131	80.5	0	2004
38078	British Airways	UK	10400	490.7	0	11812	107.3	0	2004
38078	Cargolux Airlines Intl	Luxembourg	0	286.9	0	0	0	0	2004
38078	Cargolux Airlines Intl	Malaysia	0	0	0	0	0	0	2004
38078	Cargolux Airlines Intl	New Zealand	0	0	0	0	455.2	0	2004
38078	Cathay Pacific Airways	Hong Kong	27583	2600.4	33.5	27913	2249.7	5.9	2004
38078	China Airlines	Taiwan	5025	183	4.7	4522	50	0	2004
38078	China Eastern Airlines	China	4477	301.4	0	3273	22.6	0	2004
38078	China Southern Airlines	China	3044	161.4	3.2	2725	26.1	0	2004
38078	Continental Micronesia	Guam	1040	0	0	1226	2.8	0	2004
38078	Emirates	New Zealand	11959	1044.6	0	11327	848.7	0.6	2004
38078	Emirates	Singapore	2298	144.2	1.2	2100	235.9	0	2004
38078	Emirates	United Arab Emirates	16431	507.9	9.2	26009	876.9	0	2004
38078	Eva Air	Taiwan	3006	160.1	4.5	2281	118.7	0	2004
38078	Federal Express Corporation	Philippines	0	0	0	0	597.3	0	2004
38078	Federal Express Corporation	USA	0	1071.1	0.3	0	0	0	2004
38078	Freedom Air International	New Zealand	21730	0	0	20979	0	0	2004
38078	Garuda Indonesia	Indonesia	12588	337.8	1.3	12082	225.9	0	2004
38078	Garuda Indonesia	New Zealand	666	69.1	0	464	7.2	0	2004
38078	Gulf Air	Bahrain	3165	82.3	1.9	3675	102.6	2.9	2004
38078	Gulf Air	Singapore	970	126.7	4.8	669	157.2	0	2004
38078	Japan Airlines	Japan	27859	514.3	76.6	29579	600	4.3	2004
38078	Korean Air	Korea	10640	991.9	77.4	11007	869	0	2004
38078	Lan Chile	Chile	1557	52.7	0	1830	19.7	2.2	2004
38078	Lan Chile	New Zealand	1103	15.9	1	1136	17.7	0	2004
38078	Lauda Air	Austria	4178	0	0	7289	0	0	2004
38078	Lauda Air	Malaysia	1051	0	0	1043	0	0	2004
38078	Lufthansa German Airlines	Germany	0	127.3	0	0	140.3	0	2004
38078	Lufthansa German Airlines	Malaysia	0	8.8	0	0	7.6	0	2004
38078	Lufthansa German Airlines	New Zealand	0	278.4	0	0	5.1	0	2004
38078	Lufthansa German Airlines	Thailand	0	0	0	0	4.4	0	2004
38078	Lufthansa German Airlines	United Arab Emirates	0	0	0	0	0	0	2004
38078	Lufthansa German Airlines	USA	0	404.4	0	0	88.7	0	2004
38078	Malaysia Airlines	Malaysia	36855	2653.2	5.8	38696	694.3	0	2004
38078	Martinair Holland	Hong Kong	0	0	0	0	50.5	0	2004
38078	Martinair Holland	Netherlands	0	580.3	0	0	99	0	2004
38078	Martinair Holland	Thailand	0	0	0	0	47.9	0	2004
38078	Martinair Holland	United Arab Emirates	0	0	0	0	0	0	2004
38078	Merpati Nusantara Airlines	Indonesia	0	0	0	0	0	0	2004
38078	Philippine Airlines	Philippines	2982	79.8	0	2439	59.2	0	2004
38078	Polar Air Cargo	USA	0	0	0	0	0	0	2004
38078	Qantas Airways	China	0	0	0	0	15.1	0	2004
38078	Qantas Airways	France	650	26.6	0	1222	0.7	0.8	2004
38078	Qantas Airways	Germany	2828	174.6	2.6	3813	15.6	34.6	2004
38078	Qantas Airways	Hong Kong	23463	1021.9	16.7	24952	676.8	60.3	2004
38078	Qantas Airways	Indonesia	5860	66.7	0	6126	143.4	5	2004
38078	Qantas Airways	Japan	24338	472.4	64.7	24843	646.2	136.4	2004
38078	Qantas Airways	New Caledonia	1704	0.3	0.2	1609	16.3	2.5	2004
38078	Qantas Airways	New Zealand	78246	1786	5.3	78883	1816.6	172.6	2004
38078	Qantas Airways	Philippines	4536	91	3.2	4182	72.4	2.6	2004
38078	Qantas Airways	Singapore	38072	1172.2	109.5	37127	1817.1	154	2004
38078	Qantas Airways	South Africa	4675	123.4	3.3	4687	43.4	8.6	2004
38078	Qantas Airways	Thailand	4709	64.2	7.8	4185	45.1	17.7	2004
38078	Qantas Airways	UK	11050	449.1	145.5	15729	45.5	168.4	2004
38078	Qantas Airways	USA	34195	962.3	112.9	38799	478.1	161.1	2004
38078	Royal Brunei Airlines	Brunei	3576	46.1	0	4200	124.3	0	2004
38078	Royal Brunei Airlines	New Zealand	2285	17.3	0	2178	43.9	0	2004
38078	Royal Tongan Airlines	New Zealand	0	0	0	0	0	0	2004
38078	Royal Tongan Airlines	Tonga	0	0	0	0	0	0	2004
38078	Singapore Airlines	New Zealand	0	0	0	0	199.1	0	2004
38078	Singapore Airlines	Singapore	77068	4002.7	95.6	83381	3831.1	3.5	2004
38078	Solomon Airlines	Solomon Islands	878	7.3	0	969	1.8	0	2004
38078	South African Airways	South Africa	4322	90.1	1.4	4198	178.4	1.9	2004
38078	Thai Airways International	New Zealand	5537	201.4	0	5759	227.5	0	2004
38078	Thai Airways International	Thailand	24515	866.8	98.4	26169	996.4	0.3	2004
38078	United Airlines	USA	14721	161.9	100.4	18273	337.8	7.3	2004
38078	United Parcel Service	Hong Kong	0	0	0	0	2.4	0	2004
38078	United Parcel Service	Taiwan	0	0	0	0	44	0	2004
38078	United Parcel Service	USA	0	342.3	0	0	0	0	2004
38078	Vietnam Airlines	Vietnam	2628	53	0	4420	41.3	0	2004
38078	Virgin Australia	New Zealand	15441	0	0	14335	0	0	2004
38078	Virgin Samoa	New Zealand	161	0	0.1	205	0.6	0.9	2004
38078	Virgin Samoa	Niue	0	0	0	0	0	0	2004
38078	Virgin Samoa	Tonga	113	0.8	0	153	1.3	0.8	2004
38078	Virgin Samoa	Western Samoa	389	1.5	0	489	0.5	0.1	2004
38108	Aerolineas Argentinas	Argentina	534	9	0.5	988	16.4	0	2004
38108	Aerolineas Argentinas	New Zealand	261	36.4	0	236	62.9	0	2004
38108	Air Caledonie	New Caledonia	3003	2.1	0.5	2334	46	0.9	2004
38108	Air Canada	Canada	2783	80.3	6.5	5278	0.1	0	2004
38108	Air Canada	USA	1172	195.4	12.6	915	238.3	0.1	2004
38108	Air China	China	5232	135.6	2.1	4968	45.3	0	2004
38108	Air Mauritius	Mauritius	1164	23.8	0.3	1430	71.4	0	2004
38108	Air Nauru	Nauru	349	0.7	0	335	13.6	0	2004
38108	Air Nauru	Solomon Islands	227	0	0	219	0	0	2004
38108	Air New Zealand	New Zealand	56162	956.4	150.8	55751	1043.5	5.4	2004
38108	Air Niugini	Papua New Guinea	4789	222	2.2	4873	256	23.9	2004
38108	Air Pacific	Fiji	15371	378.3	1.5	15287	341	15	2004
38108	Air Paradise International	Indonesia	7421	58.9	0	8269	32.3	0	2004
38108	Air Vanuatu	Vanuatu	2112	6.5	2.7	1940	26.4	4.9	2004
38108	Asian Express Airlines	New Zealand	0	341.9	0	0	389.3	0	2004
38108	Asiana Airlines	Korea	5521	271.5	8.5	5859	92.8	0	2004
38108	Australian Airlines	Hong Kong	1693	69.1	0	1398	166.5	0	2004
38108	Australian Airlines	Indonesia	3998	27.6	0	4515	1.9	0	2004
38108	Australian Airlines	Japan	14528	118.1	6.5	14545	229.3	0	2004
38108	Australian Airlines	Malaysia	895	0.2	0	854	10.6	0	2004
38108	Australian Airlines	Singapore	3228	184.5	0.2	4242	44.3	3.7	2004
38108	British Airways	Singapore	4373	124.7	0	5316	319.2	0	2004
38108	British Airways	Thailand	4109	137	0	6238	54.3	0	2004
38108	British Airways	UK	9049	551.9	0	11856	147.5	0	2004
38108	Cargolux Airlines Intl	Luxembourg	0	357.6	0	0	0	0	2004
38108	Cargolux Airlines Intl	Malaysia	0	0	0	0	0	0	2004
38108	Cargolux Airlines Intl	New Zealand	0	0	0	0	420.5	0	2004
38108	Cathay Pacific Airways	Hong Kong	21721	2450.3	52.3	33210	1837.7	31.5	2004
38108	China Airlines	Taiwan	4907	168.1	6	5159	69.5	0	2004
38108	China Eastern Airlines	China	3645	382.5	0.3	3338	27.4	0.3	2004
38108	China Southern Airlines	China	2789	189.6	3.9	2721	10.8	0	2004
38108	Continental Micronesia	Guam	987	0	0	917	3.3	0	2004
38108	Emirates	New Zealand	5305	1050.3	0.1	4967	1059.4	0.1	2004
38108	Emirates	Singapore	2399	228.9	2.1	1708	229.2	0	2004
38108	Emirates	United Arab Emirates	14039	655.1	2.1	21743	679.4	0.4	2004
38108	Eva Air	Taiwan	3055	137.2	2.8	3088	122.5	0	2004
38108	Federal Express Corporation	Philippines	0	0	0	0	317.8	0	2004
38108	Federal Express Corporation	USA	0	1225.9	0	0	0	0	2004
38108	Freedom Air International	New Zealand	17848	0	0	16398	0	0	2004
38108	Garuda Indonesia	Indonesia	11232	293.6	1.2	12693	217.9	0	2004
38108	Garuda Indonesia	New Zealand	283	95.3	0	289	5.8	0	2004
38108	Gulf Air	Bahrain	3624	128.8	2.2	4429	75.8	5.4	2004
38108	Gulf Air	Singapore	907	150.6	0	662	127.9	0	2004
38108	Hawaiian Airlines	USA	740	0.5	0.3	1610	3.1	0	2004
38108	Japan Airlines	Japan	25754	634.7	113.6	28844	708.1	4.2	2004
38108	Korean Air	Korea	11334	1229.9	49.6	10432	826.3	0.9	2004
38108	Lan Chile	Chile	1645	99.4	0	1473	39.7	3.5	2004
38108	Lan Chile	New Zealand	771	25.9	0	820	28	0.1	2004
38108	Lauda Air	Austria	3632	0	0	7963	0	0	2004
38108	Lauda Air	Malaysia	984	0	0	793	0	0	2004
38108	Lufthansa German Airlines	Germany	0	216.2	0	0	183.7	0	2004
38108	Lufthansa German Airlines	Malaysia	0	0.7	0	0	13.2	0	2004
38108	Lufthansa German Airlines	New Zealand	0	249	0	0	15.9	0	2004
38108	Lufthansa German Airlines	Thailand	0	0	0	0	1.2	0	2004
38108	Lufthansa German Airlines	United Arab Emirates	0	0.6	0	0	0.4	0	2004
38108	Lufthansa German Airlines	USA	0	543.2	0	0	100.7	0	2004
38108	Malaysia Airlines	Malaysia	29714	2480.1	4.1	32923	987.7	0	2004
38108	Martinair Holland	Hong Kong	0	0	0	0	65.4	0	2004
38108	Martinair Holland	Macau	0	0	0	0	20.3	0	2004
38108	Martinair Holland	Netherlands	0	639.1	0	0	111.6	0	2004
38108	Martinair Holland	Thailand	0	0	0	0	45.4	0	2004
38108	Martinair Holland	United Arab Emirates	0	0	0	0	8.6	0	2004
38108	Merpati Nusantara Airlines	Indonesia	0	0	0	0	0	0	2004
38108	Philippine Airlines	Philippines	3002	63.7	0	2994	92.9	0	2004
38108	Polar Air Cargo	USA	0	0	0	0	0	0	2004
38108	Qantas Airways	China	0	0	0	0	4.9	0	2004
38108	Qantas Airways	France	467	17.3	0	652	0.7	0.7	2004
38108	Qantas Airways	Germany	2357	168.3	1.9	3118	21.4	34.1	2004
38108	Qantas Airways	Hong Kong	18755	1022.4	20.1	21466	707.4	67.4	2004
38108	Qantas Airways	Indonesia	5098	50.5	0	5615	129.6	5	2004
38108	Qantas Airways	Japan	20704	412.7	67.1	24890	732.4	117.7	2004
38108	Qantas Airways	New Caledonia	2086	0.4	0.3	1920	18.2	2	2004
38108	Qantas Airways	New Zealand	64942	1750.3	5.4	64405	1568.7	162.7	2004
38108	Qantas Airways	Philippines	4239	113.1	3.5	3863	43.7	2.9	2004
38108	Qantas Airways	Singapore	32952	1220.4	92.3	36401	1663.3	158.3	2004
38108	Qantas Airways	South Africa	4726	130.3	4	4536	61.2	9.3	2004
38108	Qantas Airways	Thailand	4419	79.4	6.1	4044	44.4	19.5	2004
38108	Qantas Airways	UK	10023	549.7	118	14279	58.9	152.9	2004
38108	Qantas Airways	USA	35729	1070.4	108.7	38544	505.3	163.6	2004
38108	Royal Brunei Airlines	Brunei	3214	65.9	0	4392	147.2	0	2004
38108	Royal Brunei Airlines	New Zealand	1581	21.6	0	1772	40.9	0	2004
38108	Singapore Airlines	Indonesia	0	0	0	0	5	0	2004
38108	Singapore Airlines	New Zealand	0	9.5	0	0	307.2	0	2004
38108	Singapore Airlines	Singapore	65770	4397	103.4	75883	4123.1	3.8	2004
38108	Solomon Airlines	Solomon Islands	656	5	0	661	2.5	0	2004
38108	South African Airways	South Africa	3275	140	1.8	3010	180.7	1.4	2004
38108	Thai Airways International	New Zealand	3488	328.9	0	2792	328.5	0	2004
38108	Thai Airways International	Thailand	18906	979	102.8	24357	749.2	0	2004
38108	United Airlines	USA	15564	182.6	139.9	17981	463	4.7	2004
38108	United Parcel Service	Hong Kong	0	0	0	0	10	0	2004
38108	United Parcel Service	Philippines	0	0	0	0	2.6	0	2004
38108	United Parcel Service	USA	0	433.4	0	0	0	0	2004
38108	Vietnam Airlines	Vietnam	2015	52.2	0	5887	34.3	0	2004
38108	Virgin Australia	New Zealand	11376	0	0	10674	0	0	2004
38108	Virgin Samoa	New Zealand	71	0	0.2	54	1	2	2004
38108	Virgin Samoa	Tonga	294	2.7	0.2	269	0.7	0.8	2004
38108	Virgin Samoa	Western Samoa	523	5	0	559	0	0	2004
38139	Aerolineas Argentinas	Argentina	917	6.9	0.2	858	11.5	0	2004
38139	Aerolineas Argentinas	New Zealand	190	27.5	0	154	50.4	0	2004
38139	Air Caledonie	New Caledonia	2313	2	0.5	3211	44.8	0.8	2004
38139	Air Canada	Canada	3819	42.9	4.5	4326	6.6	0	2004
38139	Air Canada	USA	1216	137.4	14.2	1043	191.9	0.1	2004
38139	Air China	China	4720	94.8	1.9	6695	30	0	2004
38139	Air Mauritius	Mauritius	1272	33	0.3	1526	65.2	0	2004
38139	Air Nauru	Nauru	430	1.1	0	394	22.5	0	2004
38139	Air Nauru	Solomon Islands	265	0	0	192	0	0	2004
38139	Air New Zealand	New Zealand	56644	989.1	135.4	55352	1017.4	4.5	2004
38139	Air Niugini	Papua New Guinea	4838	233.3	1.9	5544	217.6	19	2004
38139	Air Pacific	Fiji	14868	406.8	1.2	18175	332.2	14.1	2004
38139	Air Paradise International	Indonesia	8618	38.3	0	9892	28.1	0	2004
38139	Air Vanuatu	Vanuatu	2225	7.5	2.8	2718	26.9	3.9	2004
38139	Asian Express Airlines	New Zealand	0	310.4	0	0	391.3	0	2004
38139	Asiana Airlines	Korea	4586	241.6	8.3	4994	110.3	0	2004
38139	Australian Airlines	Hong Kong	1953	69.3	0	1272	168	0	2004
38139	Australian Airlines	Indonesia	4529	27.3	0	5055	1.1	0	2004
38139	Australian Airlines	Japan	14575	140.2	4.3	13973	179.7	0	2004
38139	Australian Airlines	Malaysia	1203	0.2	0	1719	9.6	0	2004
38139	Australian Airlines	Singapore	4068	180.3	0.3	4370	45	2.4	2004
38139	British Airways	Singapore	5334	208.5	0	6347	241	0	2004
38139	British Airways	Thailand	4673	157.9	0	6118	57.8	0	2004
38139	British Airways	UK	10483	633.8	0	11601	124.8	0	2004
38139	Cargolux Airlines Intl	Luxembourg	0	307.2	0	0	0	0	2004
38139	Cargolux Airlines Intl	Malaysia	0	0	0	0	0	0	2004
38139	Cargolux Airlines Intl	New Zealand	0	0	0	0	382.4	0	2004
38139	Cathay Pacific Airways	Hong Kong	26380	2901.3	30.8	31646	1692.2	8.1	2004
38139	China Airlines	Taiwan	4917	190.5	7	6116	58.1	0.3	2004
38139	China Eastern Airlines	China	3776	322.8	0	4983	24.1	0.9	2004
38139	China Southern Airlines	China	2396	148	2.8	3021	12.6	0	2004
38139	Continental Micronesia	Guam	826	0	0.3	924	2.5	0	2004
38139	Emirates	New Zealand	6951	835.1	0	6204	910.3	0	2004
38139	Emirates	Singapore	2923	184.1	4.1	3103	186.8	0	2004
38139	Emirates	United Arab Emirates	16581	595.9	10.3	22364	745.2	0.3	2004
38139	Eva Air	Taiwan	3191	142.4	4	3320	84.7	0	2004
38139	Federal Express Corporation	Philippines	0	0	0	0	219.1	0	2004
38139	Federal Express Corporation	USA	0	1171	0	0	0	0	2004
38139	Freedom Air International	New Zealand	20669	0	0	19354	0	0	2004
38139	Garuda Indonesia	Indonesia	13339	297.1	1.5	16092	215.3	0	2004
38139	Garuda Indonesia	New Zealand	426	69.5	0	232	7.6	0	2004
38139	Gulf Air	Bahrain	3421	85.3	7.3	5121	42.4	6	2004
38139	Gulf Air	Singapore	903	188.8	0.1	1091	118.1	0.4	2004
38139	Hawaiian Airlines	USA	3118	4.2	0.3	3180	33.4	0	2004
38139	Japan Airlines	Japan	22594	646.4	78.2	25530	729.4	24	2004
38139	Korean Air	Korea	8925	1145.1	49.3	9853	611.8	1.5	2004
38139	Lan Chile	Chile	1221	111.9	0	1324	21.2	2.6	2004
38139	Lan Chile	New Zealand	1009	26.6	2	1033	31.6	0	2004
38139	Lauda Air	Austria	5303	0	0	8685	0	0	2004
38139	Lauda Air	Malaysia	572	0	0	729	0	0	2004
38139	Lauda Air	Singapore	211	0	0	284	0	0	2004
38139	Lufthansa German Airlines	Germany	0	230	0	0	154	0	2004
38139	Lufthansa German Airlines	Malaysia	0	0	0	0	13	0	2004
38139	Lufthansa German Airlines	New Zealand	0	185.4	0	0	8.7	0	2004
38139	Lufthansa German Airlines	Thailand	0	0	0	0	3	0	2004
38139	Lufthansa German Airlines	United Arab Emirates	0	0.9	0	0	0	0	2004
38139	Lufthansa German Airlines	USA	0	419.1	0	0	164.3	0	2004
38139	Malaysia Airlines	Malaysia	30899	2489	4.3	41159	902.3	0	2004
38139	Martinair Holland	Hong Kong	0	0	0	0	45.1	0	2004
38139	Martinair Holland	Japan	0	0	0	0	8	0	2004
38139	Martinair Holland	Netherlands	0	666.5	0	0	94.7	0	2004
38139	Martinair Holland	Thailand	0	0	0	0	9.3	0	2004
38139	Martinair Holland	United Arab Emirates	0	0	0	0	1.5	0	2004
38139	Merpati Nusantara Airlines	Indonesia	42	0	0	107	0	0	2004
38139	Philippine Airlines	Philippines	2894	98.4	0	2930	69.2	0	2004
38139	Polar Air Cargo	USA	0	0	0	0	0	0	2004
38139	Qantas Airways	China	0	0	0	0	18.2	0	2004
38139	Qantas Airways	France	722	10.6	0	602	1.5	0.7	2004
38139	Qantas Airways	Germany	2988	163.6	2.4	2678	14.8	34.1	2004
38139	Qantas Airways	Hong Kong	21180	1072.4	15.8	23316	573.2	61.1	2004
38139	Qantas Airways	Indonesia	6246	37.3	0	6969	255.2	4.9	2004
38139	Qantas Airways	Japan	20483	561.1	53.4	22214	674.4	109.6	2004
38139	Qantas Airways	New Caledonia	1326	0.5	0.3	1674	16.7	1.7	2004
38139	Qantas Airways	New Zealand	62173	1452.9	5.5	64981	1654.8	145.5	2004
38139	Qantas Airways	Philippines	3232	65.8	2.5	3247	60.3	2.1	2004
38139	Qantas Airways	Singapore	37659	1255.5	92.6	40219	1528.6	151.4	2004
38139	Qantas Airways	South Africa	3680	105.4	3.4	3724	50.3	7.7	2004
38139	Qantas Airways	Thailand	4041	57.1	7.2	4165	43.6	17.8	2004
38139	Qantas Airways	UK	12211	447.2	97.6	13823	79	145.1	2004
38139	Qantas Airways	USA	43192	994.5	98.5	41646	476.3	153.1	2004
38139	Royal Brunei Airlines	Brunei	3294	53.6	0	4442	101.4	0	2004
38139	Royal Brunei Airlines	New Zealand	1852	15.7	0	1921	90.7	0	2004
38139	Singapore Airlines	Indonesia	0	0	0	0	28.9	0	2004
38139	Singapore Airlines	New Zealand	0	0	0	0	292.1	0	2004
38139	Singapore Airlines	Singapore	71332	4419	143.1	85006	3642.3	3.4	2004
38139	Solomon Airlines	Solomon Islands	772	5	0	953	3	0	2004
38139	South African Airways	South Africa	3527	122.5	2.2	2858	186.3	1.3	2004
38139	Thai Airways International	New Zealand	3300	259.7	0	2350	356.3	0	2004
38139	Thai Airways International	Thailand	19111	1070.1	97	25853	734.4	0	2004
38139	United Airlines	USA	18347	98	149.2	18600	398	5.2	2004
38139	United Parcel Service	Hong Kong	0	0	0	0	20	0	2004
38139	United Parcel Service	Taiwan	0	0	0	0	4.2	0	2004
38139	United Parcel Service	USA	0	341	0	0	0	0	2004
38139	Vietnam Airlines	Vietnam	5312	150.5	0	8117	26.9	0	2004
38139	Virgin Australia	New Zealand	12098	0	0	12658	0	0	2004
38139	Virgin Samoa	New Zealand	57	0	0	58	0.1	0.1	2004
38139	Virgin Samoa	Tonga	328	0.8	0	404	1.4	0.5	2004
38139	Virgin Samoa	Western Samoa	365	10.5	0	521	5.3	1.1	2004
38169	Aerolineas Argentinas	Argentina	1037	9.8	0.4	998	13.4	0	2004
38169	Aerolineas Argentinas	New Zealand	341	30.7	0	409	31.3	0	2004
38169	Air Caledonie	New Caledonia	3072	3.7	0.4	3466	52.7	0.8	2004
38169	Air Canada	Canada	4702	52.1	8.1	4675	0.4	0	2004
38169	Air Canada	USA	1163	133.2	12.7	807	209.9	0.2	2004
38169	Air China	China	7355	40.4	1.7	4710	41	0	2004
38169	Air Mauritius	Mauritius	1945	19	0.3	1648	35.6	0	2004
38169	Air Nauru	Nauru	564	1.2	0	444	17	0	2004
38169	Air Nauru	Solomon Islands	248	0.4	0	227	0	0	2004
38169	Air New Zealand	New Zealand	72484	1061.7	140.1	70668	1108.4	6.2	2004
38169	Air Niugini	Papua New Guinea	6642	237.6	1.7	6436	273.2	16.5	2004
38169	Air Pacific	Fiji	20984	407.6	1.6	19625	348.6	15	2004
38169	Air Paradise International	Indonesia	10443	32.5	0	9726	41.4	0	2004
38169	Air Vanuatu	Vanuatu	2905	9.1	3	2767	31.6	4	2004
38169	Asian Express Airlines	New Zealand	0	331.2	0	0	385.9	0	2004
38169	Asiana Airlines	Korea	7018	259.6	18.2	4921	79.2	0	2004
38169	Australian Airlines	Hong Kong	3178	87.9	0	1613	139.3	0	2004
38169	Australian Airlines	Indonesia	5211	28.5	0	4983	2.7	0	2004
38169	Australian Airlines	Japan	13657	132.8	3.9	11758	206.3	0	2004
38169	Australian Airlines	Malaysia	2080	0	0	1836	14.7	0	2004
38169	Australian Airlines	Singapore	5236	165	0.1	4497	35.7	4.1	2004
38169	British Airways	Singapore	8348	225.1	0	5621	284.2	0	2004
38169	British Airways	Thailand	6289	175.6	0	6320	55.7	0	2004
38169	British Airways	UK	14184	620.8	0	10338	132.5	0	2004
38169	Cargolux Airlines Intl	Luxembourg	0	388.3	0	0	0	0	2004
38169	Cargolux Airlines Intl	Malaysia	0	0	0	0	0	0	2004
38169	Cargolux Airlines Intl	New Zealand	0	0	0	0	401.1	0	2004
38169	Cathay Pacific Airways	Hong Kong	39064	2650.9	45.7	22017	1412.4	9.7	2004
38169	China Airlines	Taiwan	6021	172.7	6	4746	53.3	0	2004
38169	China Eastern Airlines	China	8027	254.5	0	3887	33.9	0.9	2004
38169	China Southern Airlines	China	4728	279.3	3.2	3950	10.1	0	2004
38169	Continental Micronesia	Guam	1318	0.1	0.1	1383	2.8	0	2004
38169	Emirates	New Zealand	13238	881.9	0	12800	1058.5	0	2004
38169	Emirates	Singapore	2252	170.6	8.4	1623	295.2	0	2004
38169	Emirates	United Arab Emirates	32552	759.4	13.2	24460	702.9	0.4	2004
38169	Eva Air	Taiwan	3766	135	5	2883	119.9	0	2004
38169	Federal Express Corporation	Philippines	0	0	0	0	324.8	0	2004
38169	Federal Express Corporation	USA	0	790.2	17.6	0	0	0	2004
38169	Freedom Air International	New Zealand	22347	0	0	21240	0	0	2004
38169	Garuda Indonesia	Indonesia	17424	339.6	2	17031	246.6	0	2004
38169	Garuda Indonesia	New Zealand	549	82.9	0	370	16.8	0	2004
38169	Gulf Air	Bahrain	4802	91.3	9.4	5338	39.4	7	2004
38169	Gulf Air	Singapore	1032	203.9	0.1	831	94.8	0	2004
38169	Hawaiian Airlines	USA	2729	7.4	0.3	2411	28	0	2004
38169	Japan Airlines	Japan	33961	766.6	85.5	22833	1174.7	3.4	2004
38169	Korean Air	Korea	13728	1216.5	38.9	9440	692.4	1.5	2004
38169	Lan Chile	Chile	1625	73	0	1459	51.2	3.2	2004
38169	Lan Chile	New Zealand	866	5.6	0	1253	7.5	0	2004
38169	Lauda Air	Austria	11532	0	0	8648	0	0	2004
38169	Lauda Air	Malaysia	1180	0	0	722	0	0	2004
38169	Lauda Air	Singapore	250	0	0	316	0	0	2004
38169	Lufthansa German Airlines	Germany	0	260	0	0	127.1	0	2004
38169	Lufthansa German Airlines	Malaysia	0	0	0	0	4.1	0	2004
38169	Lufthansa German Airlines	New Zealand	0	218.4	0	0	4.8	0	2004
38169	Lufthansa German Airlines	Thailand	0	0	0	0	7	0	2004
38169	Lufthansa German Airlines	United Arab Emirates	0	0	0	0	0	0	2004
38169	Lufthansa German Airlines	USA	0	457.5	0	0	136.7	0	2004
38169	Malaysia Airlines	Malaysia	47735	2703.1	4.2	36328	1064.6	0	2004
38169	Martinair Holland	Hong Kong	0	0	0	0	36.5	0	2004
38169	Martinair Holland	Netherlands	0	659.8	0	0	107.2	0	2004
38169	Martinair Holland	Thailand	0	0	0	0	9.6	0	2004
38169	Martinair Holland	United Arab Emirates	0	0	0	0	2.7	0	2004
38169	Merpati Nusantara Airlines	Indonesia	128	0	0	118	0	0	2004
38169	Philippine Airlines	Philippines	3364	80.4	0	2335	77.3	0	2004
38169	Polar Air Cargo	USA	0	0	0	0	0	0	2004
38169	Qantas Airways	China	0	0	0	0	7.4	0	2004
38169	Qantas Airways	France	1403	26.5	0	615	0.1	0.9	2004
38169	Qantas Airways	Germany	4040	189.6	2.6	2571	14.8	36.6	2004
38169	Qantas Airways	Hong Kong	27345	1147.4	15.8	19865	442.3	65.6	2004
38169	Qantas Airways	Indonesia	8009	42.8	0	7311	119.1	5.3	2004
38169	Qantas Airways	Japan	28429	488.8	75.8	22506	807.8	128	2004
38169	Qantas Airways	New Caledonia	2145	0.9	0.2	1898	17.8	1.9	2004
38169	Qantas Airways	New Zealand	81663	1772.9	5.3	80572	2063.9	166.4	2004
38169	Qantas Airways	Philippines	4239	101.4	3.8	3428	40	2.7	2004
38169	Qantas Airways	Singapore	47172	1212.5	95.7	37087	1764.3	155.4	2004
38169	Qantas Airways	South Africa	4939	158.9	4.5	4578	51.4	10.3	2004
38169	Qantas Airways	Thailand	4496	83.7	8.9	4290	28.9	20.2	2004
38169	Qantas Airways	UK	13783	473.6	96.6	13317	112.5	151.7	2004
